the_geom,STREETNAME,TYPE,CNN,FROM_ST,TO_ST,FACILITY_T,YEAR_INSTA,DIRECT,SHAPE_LENG,SURFACE_TR,BARRIER,INNOVATIVE,NOTES,DIR,DOUBLE,FY,QTR,STREET_,LENGTH,NUMBER_,SHARROW,UPDATE_YR,SM_SWEEPER,CONTRAFLOW,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,SHAPE_LEN
"LINESTRING (-122.43228010988499 37.772829247631414, -122.43392218803753 37.77262031115229)",PAGE,ST,10176000,STEINER ST,PIERCE ST,BIKE ROUTE,2006,2W,480.66913937,,,,,,1,0,0,Page St,0.09,47,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,480.669139367
"LINESTRING (-122.43271726260156 37.7708609119427, -122.43354716012176 37.770755231686955)",WALLER,ST,13364000,POTOMAC ST,PIERCE ST,BIKE ROUTE,0,2W,242.93861574,GREEN-BACKED SHARROWS,,WIGGLE IMPROVEMENTS,,,1,0,0,Waller St,0.05,47,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,242.938615749
"LINESTRING (-122.43181093375757 37.77050096165513, -122.43190432404678 37.770964426630854)",STEINER,ST,12118000,GERMANIA ST,WALLER ST,BIKE ROUTE,0,2W,170.90251592,GREEN-BACKED SHARROWS,,WIGGLE IMPROVEMENTS,,,1,0,0,Steiner St,0.03,47,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,170.902515915
"LINESTRING (-122.43171701170219 37.770034859317576, -122.43181093375757 37.77050096165513)",STEINER,ST,12117000,HERMANN ST,GERMANIA ST,BIKE ROUTE,0,2W,171.87506998,GREEN-BACKED SHARROWS,,WIGGLE IMPROVEMENTS,,,1,0,0,Steiner St,0.03,47,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,171.875069983
"LINESTRING (-122.43190432404678 37.770964426630854, -122.43271726260156 37.7708609119427)",WALLER,ST,13363000,STEINER ST,POTOMAC ST,BIKE ROUTE,0,2W,237.97349029,GREEN-BACKED SHARROWS,,WIGGLE IMPROVEMENTS,,,1,0,0,Waller St,0.05,345,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,237.973490284
"LINESTRING (-122.42962633093414 37.776513151694246, -122.42968688366048 37.776976022488135)",WEBSTER,ST,13530201,IVY ST,GROVE ST,BIKE ROUTE,2010,2W,169.44729491,,,,,,1,0,0,Webster St,0.03,32,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,169.447294895
"LINESTRING (-122.4289900516245 37.773247800560966, -122.43062908496431 37.77303929894924)",PAGE,ST,10174000,WEBSTER ST,FILLMORE ST,BIKE ROUTE,2006,2W,479.77249149,,,,,,1,0,0,Page St,0.09,32,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,479.772491492
"LINESTRING (-122.43062908496431 37.77303929894924, -122.43228010988499 37.772829247631414)",PAGE,ST,10175000,FILLMORE ST,STEINER ST,BIKE ROUTE,2006,2W,483.28535254,,,,,,1,0,0,Page St,0.09,32,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,483.285352546
"LINESTRING (-122.42735743564627 37.773455462343705, -122.4289900516245 37.773247800560966)",PAGE,ST,10173000,BUCHANAN ST,WEBSTER ST,BIKE ROUTE,2006,2W,477.89136509,,,,,,1,0,0,Page St,0.09,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,477.891365085
"LINESTRING (-122.42386785042532 37.77294340351178, -122.42396221828267 37.77340945878109)",OCTAVIA,ST,9876000,HAIGHT ST,ROSE ST,BIKE ROUTE,2006,2W,171.87846442,,,,,,1,0,0,Octavia St,0.03,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,171.878464428
"LINESTRING (-122.42396221828267 37.77340945878109, -122.42405653390934 37.77387524894885)",OCTAVIA,ST,9877000,ROSE ST,PAGE ST,BIKE ROUTE,2006,2W,171.78074958,,,,,,1,0,0,Octavia St,0.03,32,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,171.78074958
"LINESTRING (-122.4241438718046 37.77434218931564, -122.42424597718353 37.774810819858864)",OCTAVIA,ST,9879000,LILY ST,OAK ST,BIKE ROUTE,2006,2W,173.17136837,,,,,,1,0,0,Octavia St,0.03,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,173.171368371
"LINESTRING (-122.42462318808091 37.77667361737642, -122.424717562913 37.77713966276143)",OCTAVIA,ST,9884000,HAYES ST,IVY ST,BIKE ROUTE,2006,2W,171.87512436,,,,,,1,0,0,Octavia St,0.03,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,171.875124363
"LINESTRING (-122.424717562913 37.77713966276143, -122.42480887691305 37.77760186206109)",OCTAVIA,ST,9885000,IVY ST,GROVE ST,BIKE ROUTE,2006,2W,170.35327719,,,,,,1,0,0,Octavia St,0.03,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,170.353277191
"LINESTRING (-122.42452850484726 37.77620605297145, -122.42462318808091 37.77667361737642)",OCTAVIA,ST,9883000,LINDEN ST,HAYES ST,BIKE ROUTE,2006,2W,172.43538101,,,,,,1,0,0,Octavia St,0.03,32,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,172.435380999
"LINESTRING (-122.42570020978441 37.77366622956871, -122.42735743564627 37.773455462343705)",PAGE,ST,10172000,LAGUNA ST,BUCHANAN ST,BIKE ROUTE,2006,2W,485.09228788,,,,,,1,0,0,Page St,0.09,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,485.092287877
"LINESTRING (-122.42443413238745 37.77574000735777, -122.42452850484726 37.77620605297145)",OCTAVIA,ST,9882000,FELL ST,LINDEN ST,BIKE ROUTE,2006,2W,171.87512436,,,,,,1,0,0,Octavia St,0.03,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,171.875124363
"LINESTRING (-122.42434034841735 37.775276865681505, -122.42443413238745 37.77574000735777)",OCTAVIA,ST,9881000,HICKORY ST,FELL ST,BIKE ROUTE,2006,2W,170.80416018,,,,,,1,0,0,Octavia St,0.03,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,170.804160174
"LINESTRING (-122.42424597718353 37.774810819858864, -122.42434034841735 37.775276865681505)",OCTAVIA,ST,9880000,OAK ST,HICKORY ST,BIKE ROUTE,2006,2W,171.87516975,,,,,,1,0,0,Octavia St,0.03,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,171.875169756
"LINESTRING (-122.42405653390934 37.77387524894885, -122.4241438718046 37.77434218931564)",OCTAVIA,ST,9878000,PAGE ST,LILY ST,BIKE ROUTE,2006,2W,171.88652524,,,,,,1,0,0,Octavia St,0.03,45,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,171.886525234
"LINESTRING (-122.42361952282869 37.77171696193372, -122.42367777480477 37.772004659956764)",OCTAVIA,ST,9874000,MARKET ST,WALLER ST,BIKE ROUTE,2006,2W,106.10129651,,,,,,1,0,0,Octavia St,0.02,32,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,106.10129651
"LINESTRING (-122.41911590843225 37.79536008568551, -122.41982127159301 37.7952713121205, -122.41993563652231 37.79523766067177)",PACIFIC,AVE,10145000,MC CORMICK PL,LARKIN ST,BIKE ROUTE,2010,2W,241.60028848,,,,,,1,0,0,Pacific Ave,0.05,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,241.600288488
"LINESTRING (-122.414277475512 37.795968907814284, -122.41500545471837 37.795877318669866)",PACIFIC,AVE,10140000,PHOENIX TERR,JONES ST,BIKE ROUTE,2010,2W,212.96969931,,,,,,1,0,0,Pacific Ave,0.04,11,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,212.969699307
"LINESTRING (-122.41095373983488 37.800832981578935, -122.41137627065764 37.80112513246658)",COLUMBUS,AVE,4297000,POWELL ST,FILBERT ST,BIKE ROUTE,2005,2W,161.92416331,,,,,,1,0,0,Columbus Ave,0.03,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,161.924163316
"LINESTRING (-122.40105129301527 37.7985800541588, -122.4022286397496 37.798429701609784)",BROADWAY,ST,3145000,BATTERY ST,SANSOME ST,BIKE ROUTE,2005,2W,344.54803991,,,,,,1,0,0,Broadway,0.07,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,344.548039905
"LINESTRING (-122.4022286397496 37.798429701609784, -122.40307501775337 37.798323275065826)",BROADWAY,ST,3146000,SANSOME ST,OSGOOD PL,BIKE ROUTE,2005,2W,247.5958445,,,,,,1,0,0,Broadway,0.05,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,247.595844496
"LINESTRING (-122.40307501775337 37.798323275065826, -122.40351954540911 37.798268069444326)",BROADWAY,ST,3147000,OSGOOD PL,BARTOL ST,BIKE ROUTE,2005,2W,130.00124558,,,,,,1,0,0,Broadway,0.02,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,130.001245591
"LINESTRING (-122.40351954540911 37.798268069444326, -122.4038630177388 37.79822297139485)",BROADWAY,ST,3148000,BARTOL ST,MONTGOMERY ST,BIKE ROUTE,2005,2W,100.58923234,,,,,,1,0,0,Broadway,0.02,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,100.589232329
"LINESTRING (-122.40547307007786 37.79801695661118, -122.40623139035092 37.79792027262628)",BROADWAY,ST,3151000,KEARNY ST,ROMOLO ST,BIKE ROUTE,2005,2W,221.91331615,,,,,,1,0,0,Broadway,0.04,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,221.913316143
"LINESTRING (-122.40623139035092 37.79792027262628, -122.40666793128335 37.79786461279507)",BROADWAY,ST,3152000,ROMOLO ST,COLUMBUS AV,BIKE ROUTE,2005,2W,127.74869753,,,,,,1,0,0,Broadway,0.02,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,127.748697535
"LINESTRING (-122.40666793128335 37.79786461279507, -122.40701616339962 37.797822302500606)",BROADWAY,ST,3153000,COLUMBUS AV,GRANT AV,BIKE ROUTE,0,2W,101.78824142,,,,,,1,0,0,Broadway,0.02,10,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,101.788241415
"LINESTRING (-122.40861884573025 37.79762756211508, -122.40968904401237 37.79749315207126)",BROADWAY,ST,3155000,STOCKTON ST,TURK MURPHY LN,BIKE ROUTE,0,2W,313.06549954,,,,,,1,0,0,Broadway,0.06,10,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,313.065499548
"LINESTRING (-122.40701616339962 37.797822302500606, -122.40861884573025 37.79762756211508)",BROADWAY,ST,3154000,GRANT AV,STOCKTON ST,BIKE ROUTE,0,2W,468.46552187,,,,,,1,0,0,Broadway,0.09,10,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,468.465521869
"LINESTRING (-122.40968904401237 37.79749315207126, -122.41026352500505 37.797420186544954)",BROADWAY,ST,3156000,TURK MURPHY LN,POWELL ST,BIKE ROUTE,0,2W,168.0999797,,,,,,1,0,0,Broadway,0.03,10,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,168.099979684
"LINESTRING (-122.4100759707309 37.796492762140154, -122.41051061199047 37.79644274943218)",PACIFIC,AVE,10132000,POWELL ST,KEYES AL,BIKE ROUTE,2010,2W,126.89781563,,,,,,1,0,0,Pacific Ave,0.02,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,126.89781562
"LINESTRING (-122.41171893813383 37.79629076561299, -122.41250387574541 37.79619202859958)",PACIFIC,AVE,10135000,MASON ST,AUBURN ST,BIKE ROUTE,2010,2W,229.63083329,,,,,,1,0,0,Pacific Ave,0.04,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,229.630833291
"LINESTRING (-122.41089231854467 37.79639473926956, -122.41171893813383 37.79629076561299)",PACIFIC,AVE,10134000,WAYNE PL,MASON ST,BIKE ROUTE,2010,2W,241.82406091,,,,,,1,0,0,Pacific Ave,0.05,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,241.824060913
"LINESTRING (-122.41051061199047 37.79644274943218, -122.41089231854467 37.79639473926956)",PACIFIC,AVE,10133000,KEYES AL,WAYNE PL,BIKE ROUTE,2010,2W,111.66643623,,,,,,1,0,0,Pacific Ave,0.02,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,111.66643623
"LINESTRING (-122.41279702556689 37.79615515182215, -122.41336618295077 37.79608355234492)",PACIFIC,AVE,10138000,HIMMELMANN PL,TAYLOR ST,BIKE ROUTE,2010,2W,166.50563378,,,,,,1,0,0,Pacific Ave,0.03,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,166.505633785
"LINESTRING (-122.41254065703482 37.796187401828746, -122.41279702556689 37.79615515182215)",PACIFIC,AVE,10137000,SALMON ST,HIMMELMANN PL,BIKE ROUTE,2010,2W,74.9998984,,,,,,1,0,0,Pacific Ave,0.01,10,1,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,74.9998984131
"LINESTRING (-122.47235986097577 37.806899908258075, -122.47208766873847 37.80678883321124, -122.47159453327137 37.80649289578838, -122.47129372753928 37.8063435825721, -122.4702570936905 37.80599593285823)",LINCOLN,BLVD,19448000,BATTERY EAST RD,HOFFMAN ST,BIKE ROUTE,0,2W,694.70267529,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.13,10,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,694.702675288
"LINESTRING (-122.4721780303817 37.794488974270315, -122.47227284719106 37.794585493016385, -122.47243856895618 37.79487881931379, -122.47259420651186 37.795008867971184, -122.47275968920756 37.79508468003984, -122.47292064301483 37.79510325877416, -122.47309825794889 37.7950885916997, -122.47516175257574 37.79458582369575, -122.47563576338055 37.794451945573236, -122.47581324619084 37.79434169171396, -122.47585894304548 37.79425098460199)",COMPTON,RD,19069000,WASHINGTON BLVD,WASHINGTON BLVD,BIKE ROUTE,0,2W,1250.50585549,,,,PRESIDIO,,1,0,0,Compton Rd,0.24,95,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,1250.50585548
"LINESTRING (-122.48070076384525 37.79339011007301, -122.48050911145052 37.7937111377839, -122.48041913564396 37.79393079356578, -122.48037968274853 37.79421498832656, -122.4803935965587 37.794314004005415)",LINCOLN,BLVD,19439000,STILWELL RD,PERSHING DR,BIKE ROUTE,0,2W,353.83344814,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.07,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,353.833448146
"LINESTRING (-122.46999446974924 37.80470129801445, -122.4698273906118 37.804362152399136, -122.46940359218969 37.80413151219786, -122.46927591396916 37.803994878555265, -122.46908241595652 37.803502517332554, -122.46888918210752 37.80302006302613, -122.46887151841072 37.80286080367193, -122.46908881358219 37.802297196420156, -122.46915963718298 37.801871842502834)",LINCOLN,BLVD,19452000,ARMISTEAD RD,COWLES ST,BIKE LANE,0,2W,1144.17193621,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.22,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,1144.17193622
"LINESTRING (-122.44905167005298 37.79501006598002, -122.44930222424682 37.79500853695492, -122.44961541874386 37.79491865973401, -122.44983168184193 37.79493047493403, -122.45009636893647 37.79500818462051, -122.45044340641066 37.7951101839464, -122.45061493309599 37.795196683706685, -122.45074324080812 37.79529260850562)",PRESIDIO,BLVD,19645000,RAWLES ST,SHAFTER RD,BIKE ROUTE,0,2W,529.40135739,,,,PRESIDIO,,1,0,0,Presidio Blvd,0.1,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,529.401357397
"LINESTRING (-122.46690054975788 37.802488173692076, -122.46693474513053 37.80233079697971, -122.46698971762237 37.80178807779967, -122.46702018192991 37.80168769889631)",MCDOWELL,AVE,19532000,CRISSY FIELD AV,COWLES ST,BIKE ROUTE,0,2W,293.99874126,,,,PRESIDIO,,1,0,0,Mcdowell Ave,0.06,395,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,293.998741245
"LINESTRING (-122.460249182129 37.79988021694555, -122.46039417295717 37.800008632505026, -122.4605425895287 37.80016228551885)",SHERIDAN,AVE,19685000,TAYLOR RD,ORD ST,BIKE ROUTE,0,2W,133.2710939,,,,PRESIDIO,,1,0,0,Sheridan Ave,0.03,61,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,133.271093888
"LINESTRING (-122.4605425895287 37.80016228551885, -122.46082731480327 37.80050795635198)",SHERIDAN,AVE,19686000,ORD ST,RILEY AV,BIKE ROUTE,0,2W,150.36530045,,,,PRESIDIO,,1,0,0,Sheridan Ave,0.03,61,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,150.365300453
"LINESTRING (-122.4596552586443 37.7975224558784, -122.45966656633229 37.79742439348703, -122.45965157608744 37.797226934387794, -122.45951522022787 37.79678436088349, -122.45947887626475 37.79661663101073, -122.45954517000276 37.796440960921, -122.45965731737975 37.796332856705874, -122.46005130046785 37.79600081425864)",ARGUELLO,BLVD,19011000,HARDIE AV,INFANTRY TERR,BIKE ROUTE,0,2W,619.57231726,,,,PRESIDIO,,1,0,0,Arguello Blvd,0.12,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,619.572317267
"LINESTRING (-122.46915963718298 37.801871842502834, -122.4692069249021 37.801107839628195, -122.46915499106984 37.800950915305386)",LINCOLN,BLVD,19453000,COWLES ST,STOREY AV,BIKE LANE,0,2W,337.6032914,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.06,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,337.603291407
"LINESTRING (-122.46915499106984 37.800950915305386, -122.46906940893312 37.80088600621165, -122.46819174210492 37.800533919486426, -122.46805306375803 37.800407379811, -122.46795763561948 37.80021073577432, -122.46794058611952 37.799992959501644, -122.46790361941103 37.799874633896984, -122.46777674014723 37.79976772120965, -122.46742389827136 37.7996447543066, -122.46717858151591 37.79959774210952)",LINCOLN,BLVD,19454000,STOREY AV,PARK BLVD,BIKE ROUTE,0,2W,817.70888312,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.15,2,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,817.708883128
"LINESTRING (-122.47565142499144 37.804441198878635, -122.47563680916666 37.804777180203494, -122.47560312681921 37.80501012947988, -122.47552091797003 37.80525623567655, -122.475285612328 37.80562016900452, -122.47508882189864 37.80583679529129, -122.47482080843699 37.806059102867366, -122.47463510420387 37.80618831780768, -122.47442332308952 37.80631796901288, -122.47428870576816 37.80640620293615, -122.47415393466713 37.806488708395456, -122.47392152851974 37.806578579657554, -122.47374665074395 37.806630835845915)",LINCOLN,BLVD,19445000,STOREY AV,HOFFMAN ST,BIKE ROUTE,0,2W,1035.62188372,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.2,2,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,1035.62188372
"LINESTRING (-122.47374665074395 37.806630835845915, -122.47343461100846 37.80672429729622)",LINCOLN,BLVD,19446000,UNNAMED #77,HOFFMAN ST,BIKE ROUTE,0,2W,96.35741734,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.02,2,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,96.3574173398
"LINESTRING (-122.47343461100846 37.80672429729622, -122.4728155255972 37.80686649206722, -122.47251321674514 37.80690307522046, -122.47235986097577 37.806899908258075)",LINCOLN,BLVD,19447000,BATTERY EAST RD,UNNAMED #77,BIKE ROUTE,0,2W,318.86136322,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.06,95,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,318.86136322
"LINESTRING (-122.47757806012399 37.80113722745521, -122.47747390640686 37.801345660879605, -122.47731424023364 37.80164292232797, -122.47713796234989 37.80186361461813, -122.47690256693039 37.80205327715184, -122.47671839933868 37.802260346534744, -122.47593924235309 37.803421994424, -122.47581017791413 37.80365336241977)",LINCOLN,BLVD,19442000,BATTERY DYNAMITE RD,MERCHANT RD,BIKE LANE,2011,2W,1054.93477128,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.2,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,1054.93477128
"LINESTRING (-122.44802384411152 37.793121965242584, -122.44845683558586 37.7939168573587, -122.4485254501759 37.79408502673202, -122.44852499815292 37.794290251002245, -122.44853215087976 37.79455593951569, -122.44860047675064 37.79471995898541, -122.44870489172568 37.79483082196577, -122.44883024345891 37.79491251061233, -122.44905167005298 37.79501006598002)",PRESIDIO,BLVD,19644000,WEST PACIFIC AV,RAWLES ST,BIKE ROUTE,0,2W,784.52280675,,,,PRESIDIO,,1,0,0,Presidio Blvd,0.15,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,784.522806754
"LINESTRING (-122.44730304407327 37.7984592328125, -122.44758315876629 37.79843579210243, -122.44773987753746 37.79840242163606, -122.44789592459011 37.79834340885124, -122.44805578732344 37.798207377712906, -122.44826737345387 37.797894733312326)",LOMBARD,ST,19486000,LYON ST,RUGER ST,BIKE LANE,2008,2W,375.15440718,,,,PRESIDIO,,1,0,0,Lombard St,0.07,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,375.154407192
"LINESTRING (-122.45287369204686 37.79997178120549, -122.45285313735543 37.79985659691975, -122.45278291968052 37.79951888570015, -122.45272591440873 37.79935039220802, -122.45260760003822 37.79918291477058)",LINCOLN,BLVD,19475000,TORNEY AV,PRESIDIO BLVD,BIKE ROUTE,0,2W,300.4249413,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.06,4,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,300.424941302
"LINESTRING (-122.46985881921444 37.80502045896044, -122.46999446974924 37.80470129801445)",LINCOLN,BLVD,19451000,CRISSY FIELD AV,ARMISTEAD RD,BIKE LANE,0,2W,122.6439564,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.02,65,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,122.643956386
"LINESTRING (-122.47581017791413 37.80365336241977, -122.4755868903355 37.80349205211642, -122.47556863247151 37.801682291846426, -122.47560625426999 37.80148031638084, -122.4756968140586 37.80111006060423)",RALSTON,AVE,19656000,LINCOLN BLVD,BATTERY DYNAMITE RD,BIKE ROUTE,0,2W,957.91768632,,,,PRESIDIO,,1,0,0,Ralston Ave,0.18,61,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,957.91768632
"LINESTRING (-122.46082731480327 37.80050795635198, -122.4613245216952 37.801086137987234, -122.46137739030895 37.80119428844777)",SHERIDAN,AVE,19687000,RILEY AV,LINCOLN BLVD,BIKE ROUTE,0,2W,297.10902795,,,,PRESIDIO,,1,0,0,Sheridan Ave,0.06,61,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,297.109027951
"LINESTRING (-122.45888862469015 37.79910050693574, -122.45902695897945 37.79890674986447, -122.4592103731341 37.798565180542916, -122.45937877226834 37.79818501412315, -122.45945289178523 37.79800125093739)",ARGUELLO,BLVD,19009000,SHERIDAN AV,MORAGA AV,BIKE ROUTE,0,2W,433.26393922,,,,PRESIDIO,,1,0,0,Arguello Blvd,0.08,95,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,433.263939228
"LINESTRING (-122.48100970213765 37.79235094632748, -122.48096236323592 37.79258028555376, -122.48091631832966 37.79284779609616, -122.48087083525935 37.79301905246037, -122.48082850166828 37.79317410500712, -122.48070076384525 37.79339011007301)",LINCOLN,BLVD,19438000,BOWLEY ST,STILWELL RD,BIKE ROUTE,0,2W,391.30990318,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.07,55,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,391.309903169
"LINESTRING (-122.46717858151591 37.79959774210952, -122.46695431657781 37.799622235466195, -122.4667189360142 37.79969798246543, -122.466421175105 37.7998639830394, -122.46628026285352 37.800019700050484, -122.46618078215587 37.80018814529851, -122.46607054055035 37.800330127016736, -122.4659836552317 37.80041189609661, -122.46581186122853 37.80048847279256, -122.46549666346891 37.800552292610845, -122.4653425656356 37.80063492547586, -122.46525661015231 37.80069797182919, -122.46518083964413 37.80081475950411, -122.46516619615431 37.80086321981897)",LINCOLN,BLVD,19455000,PARK RD,PATTEN RD,BIKE ROUTE,2003,2W,785.58852243,,,,PRESIDIO,,1,0,0,Lincoln Blvd,0.15,11,0,0,0,0,,11/30/1899 12:00:00 AM +0000,JENWONG,02/22/2016 12:00:00 AM +0000,785.58852241
